,insertion_sort,bubble_sort,selection_sort,comb_sort,enhanced_cocktail_sort,quicksort,input_control,param_1_length,quicksortRecursionError
797,4.039336919784546,1.977428913116455,1.3454463481903076,0.013518571853637695,0.0005142688751220703,1.2009131908416748,sorted,8000,1.0
798,0.013785839080810547,7.881451845169067,1.4657037258148193,0.01761007308959961,8.024218559265137,0.8537507057189941,reverse,8000,1.0
799,2.1249642372131348,5.068283319473267,1.3985273838043213,0.026726484298706055,4.6105568408966064,0.013773202896118164,random,8000,
800,2.5472779273986816,6.273174524307251,1.6975681781768799,0.02829432487487793,5.759777545928955,0.015835046768188477,random,9000,
801,5.078466415405273,2.4958744049072266,1.7003543376922607,0.01560211181640625,0.0005748271942138672,1.3941051959991455,sorted,9000,1.0
802,0.01721811294555664,9.626226425170898,1.807589054107666,0.01952815055847168,9.900154829025269,0.9926548004150391,reverse,9000,1.0
803,2.5704078674316406,6.234416961669922,1.7165930271148682,0.029182910919189453,5.7083635330200195,0.016442298889160156,random,9000,
804,5.083541631698608,2.496894598007202,1.7080140113830566,0.015614986419677734,0.0005805492401123047,1.4207921028137207,sorted,9000,1.0
805,0.01717400550842285,9.696072816848755,1.783952236175537,0.019420385360717773,9.913038492202759,1.0681865215301514,reverse,9000,1.0
806,2.725667715072632,6.209972858428955,1.69744873046875,0.028187036514282227,5.656289339065552,0.015774011611938477,random,9000,
807,5.078361511230469,2.500433921813965,1.7026472091674805,0.01553487777709961,0.0005717277526855469,1.3959851264953613,sorted,9000,1.0
808,0.017276763916015625,9.630550146102905,1.838428258895874,0.020036935806274414,9.894501447677612,0.9871490001678467,reverse,9000,1.0
809,2.5194642543792725,6.25853705406189,1.692619800567627,0.0280153751373291,5.75303053855896,0.016356468200683594,random,9000,
810,5.081768751144409,2.5087995529174805,1.7129106521606445,0.015613555908203125,0.0005743503570556641,1.4079883098602295,sorted,9000,1.0
811,0.01724410057067871,9.610156297683716,1.7944080829620361,0.019448280334472656,9.901011943817139,0.9533874988555908,reverse,9000,1.0
812,2.5837793350219727,6.238471031188965,1.7207555770874023,0.028764963150024414,5.701350927352905,0.015739917755126953,random,9000,
813,5.089243173599243,2.5005955696105957,1.7013189792633057,0.01555323600769043,0.0005719661712646484,1.3755409717559814,sorted,9000,1.0
814,0.01715683937072754,9.945144414901733,1.8124878406524658,0.01949167251586914,10.265225887298584,0.986562967300415,reverse,9000,1.0
815,2.70601749420166,6.250600337982178,1.6970746517181396,0.028237104415893555,5.72862982749939,0.01557612419128418,random,9000,
816,5.080671787261963,2.5815963745117188,1.7641570568084717,0.016623735427856445,0.0005941390991210938,1.5140151977539062,sorted,9000,1.0
817,0.01714468002319336,10.015995979309082,1.8495855331420898,0.02033710479736328,10.160166501998901,0.9525268077850342,reverse,9000,1.0
818,2.5917699337005615,6.506159067153931,1.7615673542022705,0.0294036865234375,5.85651969909668,0.016561269760131836,random,9000,
