,linear_unsorted,sentinel_unsorted,found,param_1_length,param_2_value
106,2.1457672119140625e-06,6.198883056640625e-06,True,2000,47406
107,7.271766662597656e-05,0.00011181831359863281,False,2000,52727
108,1.0728836059570312e-05,2.1457672119140625e-05,True,2000,5073
109,6.461143493652344e-05,0.00010466575622558594,False,2000,95486
110,1.33514404296875e-05,2.47955322265625e-05,True,2000,42109
111,7.2479248046875e-05,0.00011277198791503906,False,2000,40139
112,1.7404556274414062e-05,3.0517578125e-05,True,2000,52864
113,6.699562072753906e-05,0.00010585784912109375,False,2000,83394
114,2.384185791015625e-05,3.933906555175781e-05,True,2000,59639
115,7.224082946777344e-05,0.00011086463928222656,False,2000,29019
116,5.364418029785156e-05,8.7738037109375e-05,True,2000,3432
117,6.651878356933594e-05,0.00010728836059570312,False,2000,11500
118,5.221366882324219e-05,8.630752563476562e-05,True,2000,2854
119,7.128715515136719e-05,0.00010895729064941406,False,2000,73582
120,4.935264587402344e-05,7.963180541992188e-05,True,2000,29823
121,7.367134094238281e-05,0.00011301040649414062,False,2000,49785
122,1.1205673217773438e-05,2.193450927734375e-05,True,2000,19842
123,6.818771362304688e-05,0.00010991096496582031,False,2000,19431
124,5.030632019042969e-05,8.130073547363281e-05,True,2000,23720
125,6.842613220214844e-05,0.00010752677917480469,False,2000,76872
126,6.0558319091796875e-05,9.918212890625e-05,True,2000,15760
127,6.461143493652344e-05,0.00010728836059570312,False,2000,2057
128,1.9073486328125e-06,5.9604644775390625e-06,True,2000,8825
129,6.67572021484375e-05,0.00010967254638671875,False,2000,17115
130,3.1948089599609375e-05,5.316734313964844e-05,True,2000,89783
131,7.390975952148438e-05,0.00011372566223144531,False,2000,39595
132,6.723403930664062e-05,0.00010323524475097656,True,2000,47556
133,6.4849853515625e-05,0.00010704994201660156,False,2000,5672
134,5.269050598144531e-05,8.511543273925781e-05,True,2000,20946
135,7.081031799316406e-05,0.00011181831359863281,False,2000,29271
136,6.771087646484375e-05,0.000102996826171875,True,2000,48425
137,7.796287536621094e-05,0.00011086463928222656,False,2000,26123
138,2.8133392333984375e-05,4.601478576660156e-05,True,2000,47228
139,6.723403930664062e-05,0.00010704994201660156,False,2000,84459
140,9.298324584960938e-06,1.8596649169921875e-05,True,2000,85216
141,7.081031799316406e-05,0.00011181831359863281,False,2000,28559
142,2.384185791015625e-06,7.152557373046875e-06,True,2000,85278
143,7.414817810058594e-05,0.00011992454528808594,False,2000,50137
144,2.3365020751953125e-05,3.910064697265625e-05,True,2000,38549
145,8.487701416015625e-05,0.00010991096496582031,False,2000,67449
146,1.5735626220703125e-05,2.9087066650390625e-05,True,2000,28241
147,6.651878356933594e-05,0.00010657310485839844,False,2000,86898
148,5.0067901611328125e-06,1.1920928955078125e-05,True,2000,48488
149,8.273124694824219e-05,0.00010967254638671875,False,2000,17036
150,5.0067901611328125e-06,1.1920928955078125e-05,True,2000,22420
151,7.009506225585938e-05,0.00011157989501953125,False,2000,29689
152,4.076957702636719e-05,6.556510925292969e-05,True,2000,35622
153,6.532669067382812e-05,0.00010633468627929688,False,2000,4190
154,3.075599670410156e-05,4.935264587402344e-05,True,2000,58227
155,7.557868957519531e-05,0.00011110305786132812,False,2000,57888
156,5.1021575927734375e-05,8.463859558105469e-05,True,2000,10735
157,7.176399230957031e-05,0.00011324882507324219,False,2000,35573
158,1.0728836059570312e-05,2.09808349609375e-05,True,2000,96332
159,7.271766662597656e-05,0.00011229515075683594,False,2000,54675
160,5.245208740234375e-06,1.1682510375976562e-05,True,2000,54015
161,7.367134094238281e-05,0.00011134147644042969,False,2000,60843
162,5.0067901611328125e-05,7.724761962890625e-05,True,2000,63061
163,7.224082946777344e-05,0.00011038780212402344,False,2000,62102
164,1.0013580322265625e-05,2.002716064453125e-05,True,2000,96794
165,7.104873657226562e-05,0.00010895729064941406,False,2000,71924
166,5.054473876953125e-05,7.867813110351562e-05,True,2000,54875
167,6.556510925292969e-05,0.00010585784912109375,False,2000,91386
168,1.9073486328125e-05,3.3855438232421875e-05,True,2000,91410
169,6.771087646484375e-05,0.00010728836059570312,False,2000,80341
170,2.1457672119140625e-06,6.198883056640625e-06,True,2000,61146
171,7.295608520507812e-05,0.0001201629638671875,False,2000,48968
172,4.172325134277344e-05,6.914138793945312e-05,True,2000,93225
173,6.604194641113281e-05,0.00010633468627929688,False,2000,88784
174,6.842613220214844e-05,0.00010943412780761719,True,2000,21321
175,6.699562072753906e-05,0.000110626220703125,False,2000,88659
176,7.271766662597656e-05,0.00011014938354492188,True,2000,53484
177,6.461143493652344e-05,0.00010561943054199219,False,2000,93679
178,2.7418136596679688e-05,3.910064697265625e-05,True,2000,20404
179,7.319450378417969e-05,0.00011086463928222656,False,2000,37075
180,1.6927719116210938e-05,3.0279159545898438e-05,True,2000,6435
181,8.392333984375e-05,0.00010943412780761719,False,2000,29273
182,4.76837158203125e-06,1.0013580322265625e-05,True,2000,29559
183,7.104873657226562e-05,0.0001087188720703125,False,2000,70579
184,7.3909759521484375e-06,1.5020370483398438e-05,True,2000,75198
185,7.319450378417969e-05,0.00011086463928222656,False,2000,55571
186,2.86102294921875e-06,7.3909759521484375e-06,True,2000,21314
187,7.224082946777344e-05,0.00010895729064941406,False,2000,66422
188,8.58306884765625e-06,1.6689300537109375e-05,True,2000,55708
189,7.176399230957031e-05,0.00010895729064941406,False,2000,30967
190,6.222724914550781e-05,9.441375732421875e-05,True,2000,43032
191,2.6941299438476562e-05,4.482269287109375e-05,False,2000,18699
192,6.198883056640625e-06,1.2874603271484375e-05,True,2000,19640
193,6.723403930664062e-05,0.00010585784912109375,False,2000,97437
194,6.127357482910156e-05,9.894371032714844e-05,True,2000,92103
195,6.699562072753906e-05,0.00010538101196289062,False,2000,95560
196,5.817413330078125e-05,9.107589721679688e-05,True,2000,20005
197,6.818771362304688e-05,0.00010704994201660156,False,2000,78361
198,5.9604644775390625e-05,9.059906005859375e-05,True,2000,61756
199,7.390975952148438e-05,0.00011014938354492188,False,2000,55753
200,5.1975250244140625e-05,7.081031799316406e-05,True,3000,89023
201,9.989738464355469e-05,0.0001583099365234375,False,3000,90079
202,3.814697265625e-06,1.1205673217773438e-05,True,3000,6399
203,0.00011157989501953125,0.0001647472381591797,False,3000,41373
204,1.9550323486328125e-05,3.5762786865234375e-05,True,3000,21100
205,0.00010180473327636719,0.00016045570373535156,False,3000,15174
206,3.528594970703125e-05,5.936622619628906e-05,True,3000,74781
207,0.00011277198791503906,0.0001690387725830078,False,3000,48682
208,7.2479248046875e-05,0.00011539459228515625,True,3000,5780
209,0.00010156631469726562,0.00015878677368164062,False,3000,87209
210,3.600120544433594e-05,5.8650970458984375e-05,True,3000,42412
211,0.00010943412780761719,0.000164031982421875,False,3000,67984
212,1.9073486328125e-06,7.62939453125e-06,True,3000,69927
213,0.00011038780212402344,0.00016927719116210938,False,3000,39989
214,4.482269287109375e-05,7.319450378417969e-05,True,3000,32901
215,0.00010180473327636719,0.00016236305236816406,False,3000,15977
216,4.863739013671875e-05,7.677078247070312e-05,True,3000,42773
217,0.000110626220703125,0.00016880035400390625,False,3000,38079
218,3.170967102050781e-05,4.7206878662109375e-05,True,3000,48929
219,0.00011205673217773438,0.0001697540283203125,False,3000,42034
220,0.00010204315185546875,0.0001418590545654297,True,3000,249
221,0.00011205673217773438,0.0001666545867919922,False,3000,56570
222,3.337860107421875e-06,9.775161743164062e-06,True,3000,7098
223,0.00010800361633300781,0.0001666545867919922,False,3000,28139
224,1.0728836059570312e-05,2.1696090698242188e-05,True,3000,64640
225,0.00010514259338378906,0.0001614093780517578,False,3000,72566
226,0.00010371208190917969,0.0001595020294189453,True,3000,35796
227,0.00011086463928222656,0.00016832351684570312,False,3000,53509
228,3.6716461181640625e-05,5.9604644775390625e-05,True,3000,37627
229,0.00011134147644042969,0.0001690387725830078,False,3000,50867
230,8.749961853027344e-05,0.00013256072998046875,True,3000,56993
231,0.00010347366333007812,0.00016117095947265625,False,3000,78648
232,6.628036499023438e-05,0.00010633468627929688,True,3000,83154
233,0.00010728836059570312,0.00016927719116210938,False,3000,34235
234,5.412101745605469e-05,8.487701416015625e-05,True,3000,13165
235,9.846687316894531e-05,0.00016021728515625,False,3000,4848
236,8.344650268554688e-05,0.0001289844512939453,True,3000,68765
237,0.00010466575622558594,0.00016117095947265625,False,3000,77761
238,4.9591064453125e-05,8.034706115722656e-05,True,3000,83539
239,0.0001087188720703125,0.00016832351684570312,False,3000,36850
240,4.935264587402344e-05,8.249282836914062e-05,True,3000,14191
241,0.00010824203491210938,0.0001647472381591797,False,3000,66681
242,4.982948303222656e-05,8.273124694824219e-05,True,3000,91321
243,0.00011324882507324219,0.00017690658569335938,False,3000,55185
244,2.9087066650390625e-05,5.1021575927734375e-05,True,3000,8620
245,9.942054748535156e-05,0.0001609325408935547,False,3000,90641
246,1.9550323486328125e-05,3.504753112792969e-05,True,3000,81400
247,0.00010514259338378906,0.0001614093780517578,False,3000,72458
248,9.369850158691406e-05,0.00014495849609375,True,3000,23685
249,0.00010085105895996094,0.00016641616821289062,False,3000,87581
250,5.602836608886719e-05,9.226799011230469e-05,True,3000,3016
251,0.00011682510375976562,0.00016427040100097656,False,3000,46542
252,9.942054748535156e-05,0.00016117095947265625,True,3000,19895
253,0.00010800361633300781,0.0001628398895263672,False,3000,69148
254,9.489059448242188e-05,0.0001475811004638672,True,3000,25620
255,0.00010514259338378906,0.0001609325408935547,False,3000,21389
256,5.53131103515625e-05,9.107589721679688e-05,True,3000,7621
257,0.00011563301086425781,0.0001652240753173828,False,3000,37885
258,6.604194641113281e-05,0.00010132789611816406,True,3000,37740
259,0.00011038780212402344,0.000164031982421875,False,3000,63616
260,6.604194641113281e-05,0.00011277198791503906,True,3000,84596
261,0.00011086463928222656,0.00016427040100097656,False,3000,59135
262,0.00010395050048828125,0.00015854835510253906,True,3000,72585
263,0.00010752677917480469,0.0001633167266845703,False,3000,69565
264,1.1682510375976562e-05,2.3365020751953125e-05,True,3000,63184
265,0.000110626220703125,0.00016427040100097656,False,3000,36826
266,8.58306884765625e-05,0.00013709068298339844,True,3000,97917
267,9.775161743164062e-05,0.0001575946807861328,False,3000,1311
268,1.7642974853515625e-05,3.24249267578125e-05,True,3000,74834
269,0.00010704994201660156,0.0001659393310546875,False,3000,72448
270,6.937980651855469e-05,0.0001125335693359375,True,3000,93581
271,0.00010585784912109375,0.0001621246337890625,False,3000,28554
272,3.0040740966796875e-05,5.221366882324219e-05,True,3000,97909
273,0.00010395050048828125,0.0001609325408935547,False,3000,21426
274,8.58306884765625e-06,1.8835067749023438e-05,True,3000,27985
275,0.00010657310485839844,0.00016236305236816406,False,3000,70077
276,6.008148193359375e-05,9.322166442871094e-05,True,3000,53427
277,0.00011134147644042969,0.00016427040100097656,False,3000,62079
278,9.5367431640625e-07,6.198883056640625e-06,True,3000,78077
279,0.00010061264038085938,0.0001595020294189453,False,3000,12849
280,6.318092346191406e-05,9.560585021972656e-05,True,3000,47711
281,5.841255187988281e-05,8.58306884765625e-05,False,3000,63450
282,5.984306335449219e-05,8.130073547363281e-05,True,3000,84155
283,0.00010275840759277344,0.00015974044799804688,False,3000,86334
284,6.9141387939453125e-06,1.5497207641601562e-05,True,3000,52126
285,0.00011205673217773438,0.0001647472381591797,False,3000,48698
286,8.606910705566406e-05,0.0001373291015625,True,3000,90283
287,0.00011038780212402344,0.0001628398895263672,False,3000,61180
288,7.867813110351562e-05,0.00011944770812988281,True,3000,35803
289,0.00011134147644042969,0.00016427040100097656,False,3000,45614
290,2.574920654296875e-05,4.4345855712890625e-05,True,3000,80494
291,3.6716461181640625e-05,6.031990051269531e-05,False,3000,83566
292,4.0531158447265625e-05,6.437301635742188e-05,True,3000,63510
293,9.703636169433594e-05,0.0001571178436279297,False,3000,95521
294,0.00010228157043457031,0.0001480579376220703,True,3000,75839
295,0.00011205673217773438,0.00016450881958007812,False,3000,49817
296,9.393692016601562e-05,0.00014257431030273438,True,3000,60339
297,0.00011110305786132812,0.00016689300537109375,False,3000,59923
298,2.2411346435546875e-05,3.814697265625e-05,True,3000,90833
299,0.0001125335693359375,0.0001685619354248047,False,3000,38196
300,4.7206878662109375e-05,7.510185241699219e-05,True,4000,61813
301,0.0001766681671142578,0.0002257823944091797,False,4000,59853
302,5.53131103515625e-05,9.274482727050781e-05,True,4000,84666
303,0.00013399124145507812,0.00021195411682128906,False,4000,90034
304,9.679794311523438e-05,0.0001499652862548828,True,4000,71676
305,0.00013518333435058594,0.00021147727966308594,False,4000,86773
306,0.00013589859008789062,0.00020432472229003906,True,4000,52533
307,0.0001304149627685547,0.00020933151245117188,False,4000,97731
308,3.504753112792969e-05,5.888938903808594e-05,True,4000,52827
309,0.00012993812561035156,0.0002086162567138672,False,4000,98740
310,7.915496826171875e-05,0.000125885009765625,True,4000,84570
311,0.00012993812561035156,0.00021266937255859375,False,4000,98524
312,4.649162292480469e-05,7.796287536621094e-05,True,4000,23213
313,0.00014972686767578125,0.00022554397583007812,False,4000,48052
314,8.296966552734375e-05,0.00012826919555664062,True,4000,49360
315,0.00015020370483398438,0.00022530555725097656,False,4000,49898
316,4.5299530029296875e-06,1.4066696166992188e-05,True,4000,60481
317,5.7220458984375e-05,9.560585021972656e-05,False,4000,13560
318,7.581710815429688e-05,0.00011730194091796875,True,4000,55329
319,0.00014019012451171875,0.00022840499877929688,False,4000,21470
320,0.00010442733764648438,0.0001404285430908203,True,4000,10353
321,0.0001342296600341797,0.00021076202392578125,False,4000,88186
322,0.00011920928955078125,0.00018596649169921875,True,4000,30242
323,0.00013184547424316406,0.0002167224884033203,False,4000,5745
324,3.528594970703125e-05,5.984306335449219e-05,True,4000,46618
325,0.0001366138458251953,0.00021696090698242188,False,4000,15454
326,1.1444091796875e-05,2.5033950805664062e-05,True,4000,74773
327,0.0001354217529296875,0.00022864341735839844,False,4000,13336
328,3.0994415283203125e-06,1.1682510375976562e-05,True,4000,7683
329,0.00014662742614746094,0.00022459030151367188,False,4000,36313
330,5.626678466796875e-05,9.274482727050781e-05,True,4000,28337
331,0.00014734268188476562,0.00022530555725097656,False,4000,39232
332,0.00011086463928222656,0.00016951560974121094,True,4000,68904
333,0.0001380443572998047,0.0002129077911376953,False,4000,81159
334,6.103515625e-05,0.00010371208190917969,True,4000,11811
335,0.00014328956604003906,0.00021719932556152344,False,4000,71642
336,0.0001385211944580078,0.0001919269561767578,True,4000,52197
337,0.00013113021850585938,0.0002117156982421875,False,4000,3359
338,1.9550323486328125e-05,3.743171691894531e-05,True,4000,39795
339,0.0001308917999267578,0.0002110004425048828,False,4000,1039
340,1.621246337890625e-05,3.361701965332031e-05,True,4000,9121
341,0.00014019012451171875,0.00021505355834960938,False,4000,77308
342,0.00012135505676269531,0.00018596649169921875,True,4000,39515
343,0.0001304149627685547,0.00021028518676757812,False,4000,1389
344,0.000110626220703125,0.0001704692840576172,True,4000,44876
345,0.00014925003051757812,0.00022482872009277344,False,4000,47904
346,3.147125244140625e-05,5.698204040527344e-05,True,4000,92811
347,0.00013947486877441406,0.0002117156982421875,False,4000,87142
348,0.00010228157043457031,0.00016117095947265625,True,4000,83975
349,0.00014352798461914062,0.0002219676971435547,False,4000,32183
350,2.2172927856445312e-05,4.291534423828125e-05,True,4000,9019
351,0.00013756752014160156,0.0002162456512451172,False,4000,17505
352,9.942054748535156e-05,0.00015354156494140625,True,4000,66538
353,0.0001418590545654297,0.00022530555725097656,False,4000,26495
354,8.7738037109375e-05,0.00013518333435058594,True,4000,54632
355,0.00013184547424316406,0.00021219253540039062,False,4000,4604
356,5.14984130859375e-05,8.20159912109375e-05,True,4000,36972
357,0.00013899803161621094,0.0002143383026123047,False,4000,78317
358,1.239776611328125e-05,2.7179718017578125e-05,True,4000,26149
359,0.0001437664031982422,0.00021982192993164062,False,4000,23680
360,5.412101745605469e-05,8.630752563476562e-05,True,4000,59504
361,0.00013446807861328125,0.0002110004425048828,False,4000,89384
362,2.2411346435546875e-05,4.076957702636719e-05,True,4000,60342
363,0.00015020370483398438,0.00022530555725097656,False,4000,44895
364,5.4836273193359375e-06,1.621246337890625e-05,True,4000,54882
365,0.00013637542724609375,0.000217437744140625,False,4000,15956
366,1.3589859008789062e-05,2.8133392333984375e-05,True,4000,60599
367,0.00014519691467285156,0.00022840499877929688,False,4000,32570
368,1.52587890625e-05,3.147125244140625e-05,True,4000,97470
369,0.0001609325408935547,0.00021028518676757812,False,4000,15189
370,6.461143493652344e-05,0.00010132789611816406,True,4000,71084
371,0.00014543533325195312,0.00022220611572265625,False,4000,73625
372,3.886222839355469e-05,6.651878356933594e-05,True,4000,30887
373,0.0001316070556640625,0.00021314620971679688,False,4000,3824
374,0.00013637542724609375,0.00020551681518554688,True,4000,47632
375,0.00014448165893554688,0.0002231597900390625,False,4000,27894
376,3.933906555175781e-05,6.532669067382812e-05,True,4000,39019
377,0.00013875961303710938,0.00021910667419433594,False,4000,18724
378,0.00011873245239257812,0.00020003318786621094,True,4000,21767
379,0.00014829635620117188,0.00022554397583007812,False,4000,44980
380,3.933906555175781e-05,6.532669067382812e-05,True,4000,51799
381,0.0001475811004638672,0.00022101402282714844,False,4000,63234
382,2.8848648071289062e-05,5.14984130859375e-05,True,4000,82559
383,0.00013875961303710938,0.00021910667419433594,False,4000,20522
384,3.504753112792969e-05,4.76837158203125e-05,True,4000,3207
385,0.00014901161193847656,0.0002257823944091797,False,4000,44621
386,2.7418136596679688e-05,4.935264587402344e-05,True,4000,88272
387,0.0001430511474609375,0.0002186298370361328,False,4000,20334
388,1.2636184692382812e-05,2.7179718017578125e-05,True,4000,77086
389,0.00014519691467285156,0.00021910667419433594,False,4000,66414
390,2.6464462280273438e-05,4.7206878662109375e-05,True,4000,58170
391,0.00014972686767578125,0.00022459030151367188,False,4000,51890
392,4.9114227294921875e-05,8.344650268554688e-05,True,4000,14182
393,0.00014519691467285156,0.00020956993103027344,False,4000,96525
394,8.416175842285156e-05,0.0001342296600341797,True,4000,28409
395,0.00013637542724609375,0.0002129077911376953,False,4000,84170
396,9.226799011230469e-05,0.00014162063598632812,True,4000,62353
397,0.0001246929168701172,0.00019121170043945312,False,4000,74354
398,0.00011587142944335938,0.0001862049102783203,True,4000,94522
399,0.00016546249389648438,0.0002269744873046875,False,4000,22209
400,1.621246337890625e-05,3.3855438232421875e-05,True,5000,2026
401,0.0001857280731201172,0.0002846717834472656,False,5000,41915
402,0.0001285076141357422,0.00020551681518554688,True,5000,20336
403,0.00018334388732910156,0.0002791881561279297,False,5000,48267
404,2.09808349609375e-05,4.029273986816406e-05,True,5000,71636
405,0.0001862049102783203,0.00028133392333984375,False,5000,53943
406,6.29425048828125e-05,0.00010132789611816406,True,5000,71661
407,0.00018072128295898438,0.0002758502960205078,False,5000,15573
408,0.0001049041748046875,0.00016045570373535156,True,5000,53666
409,0.0001881122589111328,0.0002827644348144531,False,5000,53103
410,3.075599670410156e-05,5.1021575927734375e-05,True,5000,31977
411,0.0001728534698486328,0.00026917457580566406,False,5000,78263
412,4.982948303222656e-05,8.273124694824219e-05,True,5000,65746
413,0.00018739700317382812,0.00026988983154296875,False,5000,25399
414,3.0517578125e-05,5.4836273193359375e-05,True,5000,32773
415,0.0001881122589111328,0.0002846717834472656,False,5000,48551
416,7.367134094238281e-05,0.00012111663818359375,True,5000,26409
417,0.0001728534698486328,0.0002694129943847656,False,5000,80585
418,2.47955322265625e-05,4.696846008300781e-05,True,5000,23826
419,0.00018787384033203125,0.00028252601623535156,False,5000,48493
420,0.00010323524475097656,0.00015735626220703125,True,5000,85227
421,0.00017571449279785156,0.0002701282501220703,False,5000,76845
422,4.935264587402344e-05,8.535385131835938e-05,True,5000,42007
423,0.00016880035400390625,0.00027298927307128906,False,5000,87536
424,0.00012063980102539062,0.0001842975616455078,True,5000,46306
425,0.00016570091247558594,0.00026702880859375,False,5000,4930
426,1.5020370483398438e-05,3.218650817871094e-05,True,5000,43188
427,0.00017547607421875,0.0002777576446533203,False,5000,25981
428,0.00010657310485839844,0.0001785755157470703,True,5000,90317
429,0.0001773834228515625,0.0002789497375488281,False,5000,28168
430,0.0001277923583984375,0.0001938343048095703,True,5000,51952
431,0.00018715858459472656,0.00028324127197265625,False,5000,43988
432,1.9311904907226562e-05,3.743171691894531e-05,True,5000,67513
433,0.0001823902130126953,0.00028204917907714844,False,5000,36525
434,0.00018668174743652344,0.00028061866760253906,True,5000,44106
435,0.00018095970153808594,0.00028014183044433594,False,5000,31340
436,0.0001811981201171875,0.00026679039001464844,True,5000,54256
437,0.00017547607421875,0.000270843505859375,False,5000,76251
438,0.000133514404296875,0.00021576881408691406,True,5000,1008
439,0.00018405914306640625,0.0002815723419189453,False,5000,36087
440,5.7220458984375e-05,9.393692016601562e-05,True,5000,80815
