,linear_unsorted,sentinel_unsorted,found,param_1_length,param_2_value
441,0.00018095970153808594,0.0002791881561279297,False,5000,67684
442,0.00011110305786132812,0.00016808509826660156,True,5000,55004
443,0.0001862049102783203,0.0002779960632324219,False,5000,60455
444,0.0001747608184814453,0.0002491474151611328,True,5000,49475
445,0.00017523765563964844,0.00028061866760253906,False,5000,23740
446,9.393692016601562e-05,0.00014472007751464844,True,5000,60788
447,0.00018072128295898438,0.0002739429473876953,False,5000,68436
448,1.8835067749023438e-05,3.600120544433594e-05,True,5000,49887
449,0.00018715858459472656,0.0002808570861816406,False,5000,31564
450,0.00011348724365234375,0.00017952919006347656,True,5000,83766
451,0.00016450881958007812,0.0002651214599609375,False,5000,2250
452,0.00014781951904296875,0.00023031234741210938,True,5000,71038
453,0.00017380714416503906,0.0002655982971191406,False,5000,87384
454,6.29425048828125e-05,0.00010204315185546875,True,5000,88887
455,0.00017380714416503906,0.0002677440643310547,False,5000,79050
456,7.319450378417969e-05,0.0001227855682373047,True,5000,4889
457,0.0001628398895263672,0.0002574920654296875,False,5000,99222
458,0.00016355514526367188,0.00025391578674316406,True,5000,62556
459,0.00018334388732910156,0.00028014183044433594,False,5000,68758
460,0.00015354156494140625,0.00022983551025390625,True,5000,67839
461,0.0001823902130126953,0.00027441978454589844,False,5000,66662
462,6.246566772460938e-05,8.893013000488281e-05,True,5000,78726
463,0.00018477439880371094,0.00028252601623535156,False,5000,37938
464,0.00011491775512695312,0.0001773834228515625,True,5000,68256
465,0.00018835067749023438,0.0002887248992919922,False,5000,49472
466,9.012222290039062e-05,0.00013899803161621094,True,5000,62089
467,0.0001914501190185547,0.00028133392333984375,False,5000,34643
468,0.00010752677917480469,0.00016570091247558594,True,5000,51939
469,0.00018215179443359375,0.0002827644348144531,False,5000,67463
470,5.4836273193359375e-05,8.463859558105469e-05,True,5000,63729
471,0.00018477439880371094,0.0002777576446533203,False,5000,62479
472,5.4836273193359375e-05,9.918212890625e-05,True,5000,17172
473,0.00017404556274414062,0.00026702880859375,False,5000,81203
474,3.5762786865234375e-06,1.3589859008789062e-05,True,5000,73561
475,0.00022101402282714844,0.00027561187744140625,False,5000,66509
476,1.3113021850585938e-05,2.8848648071289062e-05,True,5000,88617
477,0.0001888275146484375,0.00028967857360839844,False,5000,51737
478,2.5033950805664062e-05,4.696846008300781e-05,True,5000,299
479,0.000186920166015625,0.0002830028533935547,False,5000,46026
480,0.0001614093780517578,0.0002522468566894531,True,5000,54704
481,0.00017786026000976562,0.000270843505859375,False,5000,74551
482,5.173683166503906e-05,8.678436279296875e-05,True,5000,31906
483,0.00018405914306640625,0.00027680397033691406,False,5000,63855
484,0.00014829635620117188,0.0001964569091796875,True,5000,15877
485,0.00018858909606933594,0.00028634071350097656,False,5000,46526
486,0.00018358230590820312,0.000270843505859375,True,5000,31901
487,0.00017070770263671875,0.0002663135528564453,False,5000,84310
488,5.221366882324219e-05,8.654594421386719e-05,True,5000,35429
489,0.00017881393432617188,0.00027060508728027344,False,5000,74402
490,0.00012946128845214844,0.00019884109497070312,True,5000,79886
491,0.0002167224884033203,0.00028634071350097656,False,5000,61396
492,9.417533874511719e-05,0.00014448165893554688,True,5000,63506
493,0.00017523765563964844,0.00027060508728027344,False,5000,80998
494,6.556510925292969e-05,0.00010704994201660156,True,5000,80968
495,0.00018024444580078125,0.00027823448181152344,False,5000,30838
496,0.00016736984252929688,0.0002593994140625,True,5000,87755
497,0.00019359588623046875,0.0002734661102294922,False,5000,36947
498,0.00015664100646972656,0.0002455711364746094,True,5000,88886
499,0.00017333030700683594,0.0002932548522949219,False,5000,80159
500,0.0001671314239501953,0.00027060508728027344,True,6000,13156
501,0.00021910667419433594,0.0003273487091064453,False,6000,27962
502,8.177757263183594e-05,0.00013566017150878906,True,6000,84146
503,0.00022339820861816406,0.00033020973205566406,False,6000,34930
504,4.887580871582031e-05,8.440017700195312e-05,True,6000,18724
505,0.00024437904357910156,0.0003352165222167969,False,6000,36833
506,4.315376281738281e-05,6.556510925292969e-05,True,6000,73896
507,0.00021648406982421875,0.0003333091735839844,False,6000,69570
508,5.173683166503906e-05,9.059906005859375e-05,True,6000,85943
509,0.0002231597900390625,0.0003383159637451172,False,6000,38402
510,0.00018024444580078125,0.0002617835998535156,True,6000,61760
511,0.0002319812774658203,0.0003314018249511719,False,6000,43646
512,0.0001316070556640625,0.00019693374633789062,True,6000,55583
513,0.0002200603485107422,0.00032901763916015625,False,6000,35979
514,5.340576171875e-05,9.441375732421875e-05,True,6000,3001
515,0.0002682209014892578,0.0003325939178466797,False,6000,52497
516,0.000164031982421875,0.0002484321594238281,True,6000,32739
517,0.0002040863037109375,0.00029754638671875,False,6000,55925
518,6.222724914550781e-05,0.00010585784912109375,True,6000,87380
519,0.000217437744140625,0.0003268718719482422,False,6000,66854
520,0.00015878677368164062,0.00023412704467773438,True,6000,54734
521,0.00022482872009277344,0.00032901763916015625,False,6000,58351
522,0.00010442733764648438,0.0001633167266845703,True,6000,34351
523,0.00022339820861816406,0.0003292560577392578,False,6000,40287
524,0.00016641616821289062,0.0002701282501220703,True,6000,11028
525,0.0002148151397705078,0.0003337860107421875,False,6000,26750
526,0.00014710426330566406,0.00024199485778808594,True,6000,87455
527,0.0002181529998779297,0.0003294944763183594,False,6000,67601
528,0.00016021728515625,0.0002562999725341797,True,6000,25918
529,0.0001957416534423828,0.00031280517578125,False,6000,99766
530,0.0001456737518310547,0.00023293495178222656,True,6000,20284
531,0.00019741058349609375,0.000316619873046875,False,6000,96898
532,0.00013709068298339844,0.00021576881408691406,True,6000,25727
533,0.00021004676818847656,0.00032520294189453125,False,6000,24904
534,4.124641418457031e-05,7.367134094238281e-05,True,6000,19778
535,0.0002257823944091797,0.00033092498779296875,False,6000,50851
536,5.745887756347656e-05,9.72747802734375e-05,True,6000,19676
537,0.00020599365234375,0.0003197193145751953,False,6000,13304
538,4.839897155761719e-05,8.440017700195312e-05,True,6000,19305
539,0.0002129077911376953,0.00031828880310058594,False,6000,10750
540,4.5299530029296875e-05,7.939338684082031e-05,True,6000,80813
541,5.698204040527344e-05,9.179115295410156e-05,False,6000,30223
542,0.0001804828643798828,0.0002810955047607422,True,6000,39662
543,0.00020813941955566406,0.00031948089599609375,False,6000,80376
544,0.00018095970153808594,0.0002830028533935547,True,6000,84523
545,7.343292236328125e-05,0.00011444091796875,False,6000,59050
546,2.2649765014648438e-05,4.7206878662109375e-05,True,6000,91192
547,0.00020813941955566406,0.00032019615173339844,False,6000,81910
548,0.0001862049102783203,0.00028896331787109375,True,6000,29245
549,0.00019669532775878906,0.0003132820129394531,False,6000,98202
550,0.00013756752014160156,0.00020813941955566406,True,6000,63725
551,0.0002117156982421875,0.00032973289489746094,False,6000,75108
552,0.00011515617370605469,0.00018477439880371094,True,6000,80548
553,0.00022292137145996094,0.0003311634063720703,False,6000,60460
554,0.00017714500427246094,0.00028061866760253906,True,6000,38396
555,0.00022101402282714844,0.00033354759216308594,False,6000,66113
556,0.0001049041748046875,0.00015091896057128906,True,6000,61451
557,0.0002028942108154297,0.0003304481506347656,False,6000,87003
558,0.0002167224884033203,0.00031948089599609375,True,6000,75128
559,0.00020599365234375,0.00031828880310058594,False,6000,84579
560,3.647804260253906e-05,6.580352783203125e-05,True,6000,66501
561,0.0001983642578125,0.00031757354736328125,False,6000,2089
562,0.00023484230041503906,0.0003058910369873047,True,6000,65140
563,0.00022339820861816406,0.00033593177795410156,False,6000,35052
564,0.00011229515075683594,0.00017881393432617188,True,6000,79433
565,0.0002186298370361328,0.0003275871276855469,False,6000,66855
566,0.00011086463928222656,0.0001862049102783203,True,6000,15129
567,0.0002238750457763672,0.0003426074981689453,False,6000,41048
568,0.00016880035400390625,0.0002582073211669922,True,6000,27507
569,0.00021457672119140625,0.00033283233642578125,False,6000,27736
570,0.00010919570922851562,0.00017261505126953125,True,6000,35383
571,0.00021696090698242188,0.0003352165222167969,False,6000,31601
572,0.0001506805419921875,0.00024437904357910156,True,6000,19782
573,0.0002269744873046875,0.0003368854522705078,False,6000,54538
574,0.00015544891357421875,0.00024080276489257812,True,6000,22976
575,0.00020456314086914062,0.0003235340118408203,False,6000,12781
576,2.2649765014648438e-05,4.506111145019531e-05,True,6000,67749
577,0.00020647048950195312,0.0003190040588378906,False,6000,82800
578,0.00013589859008789062,0.0002071857452392578,True,6000,10351
579,0.0002117156982421875,0.00032901763916015625,False,6000,73663
580,7.62939453125e-05,0.0001266002655029297,True,6000,14888
581,0.00022745132446289062,0.0003311634063720703,False,6000,50475
582,0.000213623046875,0.00032138824462890625,True,6000,53628
583,0.0002460479736328125,0.0003275871276855469,False,6000,81827
584,0.0001571178436279297,0.00022411346435546875,True,6000,1869
585,0.0002593994140625,0.00033736228942871094,False,6000,38669
586,2.8133392333984375e-05,5.340576171875e-05,True,6000,73930
587,0.00020551681518554688,0.00032401084899902344,False,6000,14743
588,0.00013184547424316406,0.00021338462829589844,True,6000,14777
589,0.00022149085998535156,0.0003299713134765625,False,6000,64711
590,6.67572021484375e-05,0.00011563301086425781,True,6000,2186
591,0.0002009868621826172,0.0003204345703125,False,6000,7207
592,9.250640869140625e-05,0.00015544891357421875,True,6000,4656
593,0.0002243518829345703,0.00033473968505859375,False,6000,56483
594,6.866455078125e-05,0.00011467933654785156,True,6000,30836
595,0.00020933151245117188,0.0003223419189453125,False,6000,79816
596,3.1948089599609375e-05,5.841255187988281e-05,True,6000,55054
597,0.00021386146545410156,0.0003361701965332031,False,6000,74122
598,0.0001277923583984375,0.00021004676818847656,True,6000,7757
599,0.00022339820861816406,0.0003330707550048828,False,6000,60877
600,0.0001709461212158203,0.0002677440643310547,True,7000,82203
601,0.00026535987854003906,0.00040340423583984375,False,7000,45874
602,0.0002238750457763672,0.0003349781036376953,True,7000,68445
603,0.0002415180206298828,0.0003757476806640625,False,7000,81900
604,0.00023412704467773438,0.000354766845703125,True,7000,46485
605,0.00025177001953125,0.00038313865661621094,False,7000,71360
606,5.91278076171875e-05,0.00010228157043457031,True,7000,14194
607,0.0002613067626953125,0.0003979206085205078,False,7000,38130
608,0.00010704994201660156,0.0001723766326904297,True,7000,27603
609,0.0002644062042236328,0.0003986358642578125,False,7000,43287
610,8.463859558105469e-05,0.000141143798828125,True,7000,21558
611,0.00026106834411621094,0.0003943443298339844,False,7000,58576
612,0.0002455711364746094,0.00036716461181640625,True,7000,58933
613,0.0002448558807373047,0.00037598609924316406,False,7000,78894
614,0.00021767616271972656,0.0003476142883300781,True,7000,3503
615,0.00022983551025390625,0.0003681182861328125,False,7000,96724
616,8.869171142578125e-05,0.00014090538024902344,True,7000,51670
617,0.0002613067626953125,0.00039315223693847656,False,7000,66627
618,0.0002703666687011719,0.0003509521484375,True,7000,65911
619,0.00023174285888671875,0.0003688335418701172,False,7000,95434
620,0.00019407272338867188,0.0003056526184082031,True,7000,27977
621,0.00023508071899414062,0.0003771781921386719,False,7000,9212
622,0.00019669532775878906,0.0002913475036621094,True,7000,63960
623,0.00025272369384765625,0.0003936290740966797,False,7000,30312
624,9.369850158691406e-05,0.00015282630920410156,True,7000,36373
625,0.00023984909057617188,0.0003829002380371094,False,7000,15429
626,0.00022101402282714844,0.0003349781036376953,True,7000,49928
627,0.00024199485778808594,0.0003814697265625,False,7000,13017
628,0.000186920166015625,0.00030040740966796875,True,7000,10959
629,0.0002338886260986328,0.0003788471221923828,False,7000,92083
630,6.914138793945312e-05,0.00011897087097167969,True,7000,84822
631,0.00025534629821777344,0.00039267539978027344,False,7000,67426
632,3.647804260253906e-05,6.604194641113281e-05,True,7000,47013
633,0.0002841949462890625,0.0003933906555175781,False,7000,67282
634,0.00011348724365234375,0.0001900196075439453,True,7000,12572
635,9.012222290039062e-05,0.00015497207641601562,False,7000,1218
636,0.00013065338134765625,0.0002052783966064453,True,7000,52542
637,0.00026535987854003906,0.0004012584686279297,False,7000,47393
638,6.604194641113281e-05,0.00011205673217773438,True,7000,73279
639,0.0002372264862060547,0.0003879070281982422,False,7000,10003
640,0.0001442432403564453,0.00023365020751953125,True,7000,16261
641,0.0002589225769042969,0.00039887428283691406,False,7000,37095
642,0.0002377033233642578,0.0003457069396972656,True,7000,33129
643,0.0002372264862060547,0.0003750324249267578,False,7000,10387
644,5.7220458984375e-06,2.09808349609375e-05,True,7000,619
645,0.0002474784851074219,0.00037217140197753906,False,7000,15246
646,2.0503997802734375e-05,4.3392181396484375e-05,True,7000,84361
647,0.00016808509826660156,0.0002605915069580078,False,7000,75861
648,1.0013580322265625e-05,2.7418136596679688e-05,True,7000,59456
649,0.00023603439331054688,0.0003712177276611328,False,7000,89996
650,9.107589721679688e-05,0.00014472007751464844,True,7000,28106
651,0.0002636909484863281,0.00039124488830566406,False,7000,55223
652,0.00010132789611816406,0.00016188621520996094,True,7000,29838
653,0.00025177001953125,0.0003821849822998047,False,7000,24959
654,0.0001862049102783203,0.00029540061950683594,True,7000,23693
655,0.00023603439331054688,0.0003719329833984375,False,7000,91359
656,6.771087646484375e-05,0.0001201629638671875,True,7000,9615
657,0.00023984909057617188,0.0003762245178222656,False,7000,16284
658,4.792213439941406e-05,8.082389831542969e-05,True,7000,51773
659,0.0002644062042236328,0.00040650367736816406,False,7000,44242
660,0.00021648406982421875,0.0003457069396972656,True,7000,2030
661,0.00025725364685058594,0.00038170814514160156,False,7000,22337
662,0.0002505779266357422,0.0003695487976074219,True,7000,54519
663,0.00025963783264160156,0.0003960132598876953,False,7000,40496
664,0.00011897087097167969,0.00018835067749023438,True,7000,51841
665,0.00023889541625976562,0.0003724098205566406,False,7000,89122
666,6.008148193359375e-05,0.00010251998901367188,True,7000,17997
667,0.0002644062042236328,0.00038695335388183594,False,7000,38156
668,0.00022649765014648438,0.00034499168395996094,True,7000,28257
669,0.0002334117889404297,0.0003695487976074219,False,7000,93147
670,0.00010466575622558594,0.0001690387725830078,True,7000,81587
671,0.00023508071899414062,0.0003724098205566406,False,7000,9092
672,0.00016641616821289062,0.0002586841583251953,True,7000,81110
673,0.0002732276916503906,0.0003867149353027344,False,7000,60467
674,0.00012683868408203125,0.00020813941955566406,True,7000,97727
675,0.00022649765014648438,0.00035858154296875,False,7000,91392
676,0.00012540817260742188,0.00018930435180664062,True,7000,52194
677,5.1021575927734375e-05,8.96453857421875e-05,False,7000,76135
678,0.0001819133758544922,0.00028395652770996094,True,7000,30151
679,0.00023221969604492188,0.0003695487976074219,False,7000,93426
680,8.893013000488281e-05,0.00014352798461914062,True,7000,67103
681,0.00023818016052246094,0.0003714561462402344,False,7000,89648
682,0.00010752677917480469,0.0001723766326904297,True,7000,78421
683,0.00023221969604492188,0.0003676414489746094,False,7000,94836
684,0.00016880035400390625,0.0002567768096923828,True,7000,36792
685,0.00023698806762695312,0.0003714561462402344,False,7000,11343
686,0.00018787384033203125,0.00028061866760253906,True,7000,54585
687,0.00023937225341796875,0.0003757476806640625,False,7000,15415
688,0.00016450881958007812,0.0002541542053222656,True,7000,76974
689,0.00023293495178222656,0.0003695487976074219,False,7000,93547
690,7.152557373046875e-05,0.00011801719665527344,True,7000,27167
691,0.0002646446228027344,0.0003864765167236328,False,7000,55679
692,0.00014734268188476562,0.00023484230041503906,True,7000,84606
693,0.00027179718017578125,0.0003876686096191406,False,7000,57304
694,2.9802322387695312e-05,5.602836608886719e-05,True,7000,35235
695,0.0002570152282714844,0.00039887428283691406,False,7000,37142
696,2.86102294921875e-05,5.459785461425781e-05,True,7000,32214
697,0.00015473365783691406,0.0002512931823730469,False,7000,7410
698,1.2874603271484375e-05,3.123283386230469e-05,True,7000,53626
699,0.0002620220184326172,0.0003902912139892578,False,7000,44940
700,0.0001366138458251953,0.00021958351135253906,True,8000,19636
701,0.00027823448181152344,0.0004284381866455078,False,8000,81425
702,0.0001666545867919922,0.00026226043701171875,True,8000,20455
703,0.0002982616424560547,0.0004475116729736328,False,8000,64118
704,9.1552734375e-05,0.00015044212341308594,True,8000,71011
705,0.00027680397033691406,0.0004432201385498047,False,8000,17455
706,2.384185791015625e-05,5.054473876953125e-05,True,8000,62082
707,0.00028777122497558594,0.00045180320739746094,False,8000,29226
708,0.00022029876708984375,0.0003452301025390625,True,8000,20129
709,0.0002846717834472656,0.0004353523254394531,False,8000,25752
710,0.0001964569091796875,0.0003075599670410156,True,8000,25846
711,0.0002818107604980469,0.000423431396484375,False,8000,92578
712,0.00010085105895996094,0.0001690387725830078,True,8000,11793
713,0.00027441978454589844,0.00042557716369628906,False,8000,85600
714,7.3909759521484375e-06,2.6226043701171875e-05,True,8000,60856
715,0.00026702880859375,0.00043010711669921875,False,8000,6048
716,0.00015616416931152344,0.00024366378784179688,True,8000,25938
717,0.0002846717834472656,0.0004391670227050781,False,8000,73577
718,0.00022840499877929688,0.000335693359375,True,8000,75971
719,0.0003082752227783203,0.0004398822784423828,False,8000,45423
720,3.5762786865234375e-05,6.866455078125e-05,True,8000,78351
721,0.0003275871276855469,0.0004420280456542969,False,8000,40927
722,8.344650268554688e-05,0.0001442432403564453,True,8000,97199
723,0.00028443336486816406,0.0004324913024902344,False,8000,24722
724,8.344650268554688e-05,0.00014090538024902344,True,8000,82680
725,0.0002703666687011719,0.00042438507080078125,False,8000,9511
726,1.6689300537109375e-06,1.7642974853515625e-05,True,8000,9551
727,0.00030159950256347656,0.0004515647888183594,False,8000,45371
728,0.00026297569274902344,0.00039386749267578125,True,8000,79381
729,0.0002639293670654297,0.00042057037353515625,False,8000,1949
730,3.6716461181640625e-05,7.081031799316406e-05,True,8000,29865
731,7.510185241699219e-05,0.0001277923583984375,False,8000,84870
732,0.00011658668518066406,0.000194549560546875,True,8000,97233
733,0.00026702880859375,0.00042057037353515625,False,8000,93460
734,0.00021219253540039062,0.00032329559326171875,True,8000,67603
735,0.0002872943878173828,0.0004405975341796875,False,8000,25532
736,0.00015926361083984375,0.00026702880859375,True,8000,97909
737,0.0002808570861816406,0.0004227161407470703,False,8000,563
738,0.00023627281188964844,0.0003628730773925781,True,8000,75353
739,0.0002970695495605469,0.0004379749298095703,False,8000,65111
740,0.0002334117889404297,0.0003726482391357422,True,8000,91829
741,0.000263214111328125,0.00041866302490234375,False,8000,97624
742,0.00011873245239257812,0.00018835067749023438,True,8000,32769
743,0.00027251243591308594,0.0004239082336425781,False,8000,87774
744,7.605552673339844e-05,0.00012731552124023438,True,8000,74067
745,0.0002665519714355469,0.0004220008850097656,False,8000,4759
746,6.270408630371094e-05,0.00010895729064941406,True,8000,21141
747,0.0002720355987548828,0.00042724609375,False,8000,10496
748,0.0001423358917236328,0.0002288818359375,True,8000,83611
749,0.0003037452697753906,0.0004496574401855469,False,8000,49155
750,0.0001609325408935547,0.0002219676971435547,True,8000,19687
751,0.0003020763397216797,0.0004417896270751953,False,8000,41334
752,7.152557373046875e-05,0.00011849403381347656,True,8000,35845
753,0.0002884864807128906,0.0004336833953857422,False,8000,27601
754,0.00017404556274414062,0.00026035308837890625,True,8000,57516
755,0.00026702880859375,0.00042319297790527344,False,8000,93684
756,8.511543273925781e-05,0.0001442432403564453,True,8000,78900
757,0.0002779960632324219,0.00042629241943359375,False,8000,83321
758,0.0002884864807128906,0.0004286766052246094,True,8000,72873
759,0.0003018379211425781,0.00044465065002441406,False,8000,41757
760,0.0002639293670654297,0.00041174888610839844,True,8000,23869
761,0.00030922889709472656,0.0004487037658691406,False,8000,47609
762,7.62939453125e-05,0.00013208389282226562,True,8000,12755
763,0.00030493736267089844,0.0004477500915527344,False,8000,52044
764,0.00017118453979492188,0.0002734661102294922,True,8000,86001
765,0.00030303001403808594,0.0004451274871826172,False,8000,54655
766,7.414817810058594e-05,0.00012230873107910156,True,8000,39800
767,0.00029158592224121094,0.00043773651123046875,False,8000,31749
768,0.00024247169494628906,0.00037980079650878906,True,8000,80558
769,0.0002696514129638672,0.00042366981506347656,False,8000,90147
770,0.00014853477478027344,0.00016808509826660156,True,8000,10785
771,0.0002703666687011719,0.0004229545593261719,False,8000,9121
772,0.0002162456512451172,0.0003235340118408203,True,8000,62934
773,0.000308990478515625,0.00044417381286621094,False,8000,58427
774,2.0742416381835938e-05,4.8160552978515625e-05,True,8000,81491
775,0.0002677440643310547,0.0004265308380126953,False,8000,8581
776,5.984306335449219e-05,0.00010609626770019531,True,8000,18766
777,0.0002853870391845703,0.00043773651123046875,False,8000,26152
778,0.0001575946807861328,0.000247955322265625,True,8000,69180
779,0.0002665519714355469,0.0004208087921142578,False,8000,93563
780,5.459785461425781e-05,9.942054748535156e-05,True,8000,85829
781,0.00029778480529785156,0.00043463706970214844,False,8000,73091
782,1.1444091796875e-05,3.2901763916015625e-05,True,8000,59613
783,0.0002970695495605469,0.00044083595275878906,False,8000,63221
784,0.00010728836059570312,0.00018548965454101562,True,8000,80155
785,0.0002827644348144531,0.00043272972106933594,False,8000,77585
786,0.00020837783813476562,0.00033593177795410156,True,8000,2508
787,0.0002841949462890625,0.0004363059997558594,False,8000,74979
788,0.0001952648162841797,0.00029087066650390625,True,8000,21347
789,0.000301361083984375,0.0004405975341796875,False,8000,56695
790,0.000133514404296875,0.0002071857452392578,True,8000,85492
791,0.0002682209014892578,0.0004227161407470703,False,8000,7017
792,0.00014901161193847656,0.00023245811462402344,True,8000,70835
793,0.00029969215393066406,0.0004382133483886719,False,8000,65544
794,0.00011658668518066406,0.00018858909606933594,True,8000,51702
795,0.0002689361572265625,0.0004239082336425781,False,8000,8554
796,4.839897155761719e-05,8.511543273925781e-05,True,8000,45111
797,0.0003006458282470703,0.00044226646423339844,False,8000,41931
798,4.3392181396484375e-05,8.034706115722656e-05,True,8000,75433
799,0.0003020763397216797,0.00044226646423339844,False,8000,61421
800,0.0001323223114013672,0.0002472400665283203,True,9000,25413
801,0.0003361701965332031,0.0005714893341064453,False,9000,14470
802,0.0002703666687011719,0.0005037784576416016,True,9000,17942
803,0.00032711029052734375,0.0005936622619628906,False,9000,67680
804,0.0002875328063964844,0.0005218982696533203,True,9000,36191
805,0.0003037452697753906,0.0005691051483154297,False,9000,10185
806,0.00024271011352539062,0.00042366981506347656,True,9000,41467
807,0.00034356117248535156,0.0005962848663330078,False,9000,46052
808,1.8596649169921875e-05,4.744529724121094e-05,True,9000,33546
809,0.00030493736267089844,0.0005574226379394531,False,9000,10915
810,5.8650970458984375e-05,0.00011658668518066406,True,9000,62772
811,0.0003066062927246094,0.0005817413330078125,False,9000,12481
812,0.00025916099548339844,0.00047516822814941406,True,9000,26066
813,0.0003566741943359375,0.0005655288696289062,False,9000,19472
814,2.0503997802734375e-05,5.245208740234375e-05,True,9000,98082
815,0.0002999305725097656,0.0005481243133544922,False,9000,5644
816,0.00010037422180175781,0.00019240379333496094,True,9000,9470
817,0.0002415180206298828,0.00043487548828125,False,9000,54604
818,0.00012087821960449219,0.00022721290588378906,True,9000,86618
819,0.0003407001495361328,0.0005986690521240234,False,9000,47444
820,8.177757263183594e-05,0.00016021728515625,True,9000,9459
821,0.0003418922424316406,0.0005981922149658203,False,9000,52695
822,0.00016641616821289062,0.0003037452697753906,True,9000,64078
823,0.00022292137145996094,0.00041604042053222656,False,9000,667
824,0.00012946128845214844,0.0002472400665283203,True,9000,98617
825,0.0003266334533691406,0.0005958080291748047,False,9000,30735
826,0.0002498626708984375,0.0004508495330810547,True,9000,26382
827,0.0003407001495361328,0.0006051063537597656,False,9000,51680
828,0.00023508071899414062,0.0004284381866455078,True,9000,93986
829,0.0001354217529296875,0.0002498626708984375,False,9000,62985
830,0.0002422332763671875,0.00046753883361816406,True,9000,88306
831,0.00033593177795410156,0.0005979537963867188,False,9000,38681
832,3.719329833984375e-05,8.726119995117188e-05,True,9000,25553
833,0.0003056526184082031,0.0005803108215332031,False,9000,10835
834,0.00031948089599609375,0.0005817413330078125,True,9000,66391
835,0.0003857612609863281,0.0006015300750732422,False,9000,35649
836,0.0002498626708984375,0.0004558563232421875,True,9000,67133
837,0.0003325939178466797,0.0005919933319091797,False,9000,34424
838,0.0002982616424560547,0.0005469322204589844,True,9000,6845
839,0.0003082752227783203,0.0005505084991455078,False,9000,9398
840,0.0001747608184814453,0.00033545494079589844,True,9000,29274
841,0.0003192424774169922,0.0005810260772705078,False,9000,23931
842,0.00022912025451660156,0.00041985511779785156,True,9000,63913
843,0.0003561973571777344,0.0005712509155273438,False,9000,538
844,0.00022673606872558594,0.0004215240478515625,True,9000,14791
845,0.0003554821014404297,0.0006070137023925781,False,9000,45831
846,8.7738037109375e-05,0.0001697540283203125,True,9000,38736
847,0.00016951560974121094,0.00031375885009765625,False,9000,69933
848,2.86102294921875e-06,2.0265579223632812e-05,True,9000,5152
849,0.0003399848937988281,0.0006005764007568359,False,9000,43006
850,0.00012445449829101562,0.0002377033233642578,True,9000,69877
851,0.0003058910369873047,0.0005803108215332031,False,9000,12116
852,0.00014400482177734375,0.0002613067626953125,True,9000,63470
853,0.0003116130828857422,0.0005843639373779297,False,9000,19635
854,0.0003070831298828125,0.0005552768707275391,True,9000,67574
855,0.0003349781036376953,0.0006225109100341797,False,9000,62276
856,0.00033783912658691406,0.0005955696105957031,True,9000,64166
857,0.0003037452697753906,0.0005741119384765625,False,9000,9790
858,1.621246337890625e-05,4.38690185546875e-05,True,9000,83585
859,0.00031375885009765625,0.0005612373352050781,False,9000,18488
860,0.0002586841583251953,0.0004687309265136719,True,9000,94397
861,4.863739013671875e-05,0.000102996826171875,False,9000,74453
862,8.0108642578125e-05,0.00015497207641601562,True,9000,69175
863,0.00035452842712402344,0.0006020069122314453,False,9000,54821
864,0.00022339820861816406,0.00041222572326660156,True,9000,2969
865,0.0003361701965332031,0.0005965232849121094,False,9000,39810
866,3.409385681152344e-05,7.43865966796875e-05,True,9000,30262
867,0.0003294944763183594,0.0005848407745361328,False,9000,34324
868,7.62939453125e-05,0.00013327598571777344,True,9000,7178
869,0.0003228187561035156,0.0004901885986328125,False,9000,72116
870,8.821487426757812e-05,0.00014281272888183594,True,9000,38238
871,0.0003311634063720703,0.0004930496215820312,False,9000,30860
872,0.0002627372741699219,0.00039196014404296875,True,9000,64656
873,0.0003414154052734375,0.0004973411560058594,False,9000,51795
874,7.152557373046875e-05,0.00011873245239257812,True,9000,35685
875,0.0003116130828857422,0.0004825592041015625,False,9000,15618
876,0.00018978118896484375,0.00030159950256347656,True,9000,12385
877,0.0002334117889404297,0.0003495216369628906,False,9000,40410
878,6.580352783203125e-05,0.0001239776611328125,True,9000,95087
879,0.0003116130828857422,0.0004832744598388672,False,9000,81966
880,0.00026607513427734375,0.0004210472106933594,True,9000,7841
881,0.0002951622009277344,0.00047326087951660156,False,9000,98407
882,0.0003216266632080078,0.0005013942718505859,True,9000,28179
883,0.0003142356872558594,0.0004858970642089844,False,9000,17414
884,0.00016808509826660156,0.000263214111328125,True,9000,62057
885,0.0002999305725097656,0.0004699230194091797,False,9000,93889
886,2.6226043701171875e-05,5.364418029785156e-05,True,9000,50712
887,0.0003154277801513672,0.0004887580871582031,False,9000,20424
888,0.00015974044799804688,0.0002493858337402344,True,9000,90339
889,0.0003173351287841797,0.0004901885986328125,False,9000,22702
890,0.00025153160095214844,0.00037169456481933594,True,9000,41396
891,0.00029730796813964844,0.0004787445068359375,False,9000,4005
892,0.0002961158752441406,0.0004527568817138672,True,9000,24391
893,0.0003361701965332031,0.0004973411560058594,False,9000,60424
894,0.0003135204315185547,0.00046539306640625,True,9000,63604
895,8.20159912109375e-05,0.00013875961303710938,False,9000,31993
896,0.00017499923706054688,0.00026607513427734375,True,9000,55417
897,0.00033593177795410156,0.0004985332489013672,False,9000,58191
898,0.0003387928009033203,0.0004532337188720703,True,9000,49284
899,0.00028395652770996094,0.0004317760467529297,False,9000,70772
900,0.0002512931823730469,0.0003933906555175781,True,10000,81027
901,0.00031447410583496094,0.0004930496215820312,False,10000,85592
